Run Time, Comparisons, Swaps
Unsorted,,
134547,10000,24848756
134630,10000,24848756
134218,10000,24848756
136680,10000,24848756
134937,10000,24848756
134215,10000,24848756
134024,10000,24848756
134080,10000,24848756
137128,10000,24848756
136258,10000,24848756

Sorted,,
44,10000,0
40,10000,0
40,10000,0
40,10000,0
40,10000,0
40,10000,0
40,10000,0
40,10000,0
46,10000,0
49,10000,0
