Run Time, Comparisons, Swaps
Unsorted,,
1659,120528,133616
1651,120528,133616
1654,120528,133616
1494,120528,133616
1513,120528,133616
1468,120528,133616
1460,120528,133616
1462,120528,133616
1461,120528,133616
1463,120528,133616

Sorted,,
813,69008,133616
815,69008,133616
811,69008,133616
810,69008,133616
796,69008,133616
728,69008,133616
772,69008,133616
727,69008,133616
727,69008,133616
727,69008,133616
