Run Time, Comparisons, Swaps
Unsorted,,
16470,1536270,1668928
16215,1536270,1668928
16100,1536270,1668928
16748,1536270,1668928
17568,1536270,1668928
17925,1536270,1668928
17082,1536270,1668928
17240,1536270,1668928
17050,1536270,1668928
17071,1536270,1668928

Sorted,,
9217,853904,1668928
9282,853904,1668928
9247,853904,1668928
8987,853904,1668928
9296,853904,1668928
9102,853904,1668928
9119,853904,1668928
9029,853904,1668928
8960,853904,1668928
9049,853904,1668928
