Run Time, Comparisons, Swaps
Unsorted,,
113,11665,5597
107,11665,5597
102,11665,5597
99,11665,5597
99,11665,5597
98,11665,5597
98,11665,5597
97,11665,5597
97,11665,5597
97,11665,5597

Sorted,,
2834,499890,499889
2830,499890,499889
2852,499890,499889
2836,499890,499889
2832,499890,499889
2831,499890,499889
2839,499890,499889
2832,499890,499889
2830,499890,499889
2835,499890,499889
