Run Time, Comparisons, Swaps
Unsorted,,
9153984,100000,2495765118
9122595,100000,2495765118
9112508,100000,2495765118
9126891,100000,2495765118
9102717,100000,2495765118
9093390,100000,2495765118
9139655,100000,2495765118
9107410,100000,2495765118
9377462,100000,2495765118
9131179,100000,2495765118

Sorted,,
283,100000,0
273,100000,0
272,100000,0
272,100000,0
272,100000,0
272,100000,0
272,100000,0
272,100000,0
272,100000,0
272,100000,0
