Run Time, Comparisons, Swaps
Unsorted,,
13514302,100000,2495765118
13498377,100000,2495765118
14289017,100000,2495765118
13528730,100000,2495765118
13504781,100000,2495765118
13499938,100000,2495765118
13524704,100000,2495765118
13522818,100000,2495765118
13518357,100000,2495765118
13660883,100000,2495765118

Sorted,,
420,100000,0
411,100000,0
410,100000,0
410,100000,0
410,100000,0
410,100000,0
410,100000,0
413,100000,0
410,100000,0
410,100000,0
