Run Time, Comparisons, Swaps
Unsorted,,
5614,998001,254421
4957,998001,254421
3907,998001,254421
3897,998001,254421
3907,998001,254421
3916,998001,254421
3884,998001,254421
3898,998001,254421
3892,998001,254421
3893,998001,254421

Sorted,,
2615,998001,0
2605,998001,0
2611,998001,0
2605,998001,0
2614,998001,0
2611,998001,0
2605,998001,0
2611,998001,0
2613,998001,0
2614,998001,0
