Run Time, Comparisons, Swaps
Unsorted,,
2224,1000,254421
2224,1000,254421
2125,1000,254421
2092,1000,254421
2093,1000,254421
1785,1000,254421
1779,1000,254421
1779,1000,254421
1578,1000,254421
1367,1000,254421

Sorted,,
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
4,1000,0
