Run Time, Comparisons, Swaps
Unsorted,,
95181,10000,24848756
93268,10000,24848756
92034,10000,24848756
95026,10000,24848756
96073,10000,24848756
94695,10000,24848756
94776,10000,24848756
95190,10000,24848756
95043,10000,24848756
94850,10000,24848756

Sorted,,
30,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
28,10000,0
