Run Time, Comparisons, Swaps
Unsorted,,
469216,99980001,24848756
469790,99980001,24848756
472114,99980001,24848756
470921,99980001,24848756
471233,99980001,24848756
473414,99980001,24848756
469578,99980001,24848756
472069,99980001,24848756
481515,99980001,24848756
483490,99980001,24848756

Sorted,,
271495,99980001,0
267994,99980001,0
267890,99980001,0
266813,99980001,0
266870,99980001,0
264823,99980001,0
265082,99980001,0
265751,99980001,0
284826,99980001,0
277916,99980001,0
