Run Time, Comparisons, Swaps
Unsorted,,
943,1000,254421
936,1000,254421
936,1000,254421
940,1000,254421
936,1000,254421
936,1000,254421
936,1000,254421
989,1000,254421
937,1000,254421
984,1000,254421

Sorted,,
3,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
2,1000,0
