Run Time, Comparisons, Swaps
Unsorted,,
1427,161241,83260
1423,161241,83260
1423,161241,83260
1414,161241,83260
1416,161241,83260
1453,161241,83260
1485,161241,83260
1471,161241,83260
1454,161241,83260
1456,161241,83260

Sorted,,
278748,49771658,49771608
277774,49771658,49771608
278000,49771658,49771608
278475,49771658,49771608
283630,49771658,49771608
277780,49771658,49771608
277820,49771658,49771608
278155,49771658,49771608
277261,49771658,49771608
276639,49771658,49771608
